date,article_number,quantity
2022-06-24,387,16
2022-06-24,223,32
2022-02-18,148,16
2022-03-14,79,144
2022-08-15,224,64
2022-04-01,284,16
2022-05-16,352,16
2022-08-15,406,16
2022-04-29,125,16
2022-06-03,450,40
2022-03-14,246,112
2022-06-27,475,32
2022-06-17,34,80
2022-08-12,162,48
2022-07-01,334,16
2022-04-19,278,128
2022-07-22,451,20
2022-06-07,107,16
2022-08-15,287,32
2022-05-23,119,16
2022-04-25,120,64
2022-03-14,468,64
2022-05-27,159,32
2022-07-04,253,32
2022-06-27,172,32
2022-03-21,415,16
2022-04-04,120,64
2022-07-11,145,16
2022-03-14,159,48
2022-08-12,256,16
2022-03-28,463,16
2022-06-03,349,81
2022-06-13,287,32
2022-02-18,437,26
2022-07-29,450,20
2022-04-25,403,64
2022-04-01,255,32
2022-05-09,414,16
2022-03-28,421,32
2022-07-04,251,48
2022-07-01,113,32
2022-04-19,271,1
2022-04-25,463,96
2022-05-27,314,32
2022-06-24,215,20
2022-03-03,380,64
2022-04-19,278,32
2022-02-16,347,56
2022-04-01,94,16
2022-07-11,430,16
2022-04-19,217,1
2022-06-13,157,16
2022-08-01,297,64
2022-05-09,81,48
2022-07-08,129,3
2022-06-27,369,32
2022-08-15,403,32
2022-02-25,435,24
2022-05-09,14,16
2022-07-11,337,32
2022-06-27,202,16
2022-06-27,25,16
2022-06-07,51,16
2022-05-02,434,32
2022-03-28,185,96
2022-07-01,252,64
2022-04-22,52,32
2022-06-27,356,16
2022-06-17,385,32
2022-03-07,35,80
2022-05-09,414,16
2022-08-12,272,32
2022-03-29,61,64
2022-04-15,142,32
2022-04-08,186,32
2022-06-17,400,48
2022-06-27,79,64
2022-06-10,398,32
2022-06-27,277,64
2022-08-12,248,20
2022-06-03,448,128
2022-05-30,79,48
2022-06-27,141,16
2022-08-15,301,1
2022-05-13,405,32
2022-04-01,386,16
2022-06-13,141,16
2022-05-23,206,16
2022-05-30,126,16
2022-08-15,460,16
2022-08-01,287,32
2022-04-29,113,64
2022-06-07,278,64
2022-06-17,350,16
2022-05-27,379,8
2022-07-25,61,64
2022-07-15,384,20
2022-03-25,290,16
2022-07-18,279,64
2022-06-13,404,128
2022-07-04,105,32
2022-06-27,369,32
2022-07-29,215,40
2022-05-27,103,27
2022-07-22,349,20
2022-03-17,98,16
2022-06-13,47,13
2022-06-03,254,20
2022-03-14,481,64
2022-06-17,199,64
2022-04-11,390,48
2022-07-11,404,48
2022-06-20,279,96
2022-03-21,319,32
2022-03-28,353,32
2022-04-01,429,64
2022-07-01,339,48
2022-07-01,233,40
2022-08-08,91,64
2022-04-11,484,32
2022-03-02,265,80
2022-03-25,228,96
2022-08-12,161,20
2022-04-22,398,64
2022-08-08,87,16
2022-03-21,238,16
2022-03-21,428,64
2022-07-18,206,16
2022-04-08,212,96
2022-07-08,209,32
2022-04-08,129,32
2022-06-27,292,16
2022-05-23,41,64
2022-06-24,476,112
2022-05-09,292,16
2022-03-29,33,32
2022-04-11,419,32
2022-06-03,448,13
2022-06-17,384,20
2022-05-23,164,16
2022-04-20,193,64
2022-06-07,309,16
2022-08-08,96,16
2022-06-20,428,32
2022-04-22,401,64
2022-07-11,304,64
2022-06-17,98,16
2022-04-25,405,64
2022-04-08,6,64
2022-05-09,251,48
2022-04-20,300,64
2022-06-10,153,39
2022-05-30,382,32
2022-05-23,465,16
2022-05-16,303,32
2022-02-22,79,60
2022-08-12,443,20
2022-08-12,249,16
2022-07-04,382,32
2022-08-12,45,32
2022-06-20,388,16
2022-08-15,280,16
2022-05-06,339,64
2022-05-16,95,16
2022-03-28,362,8
2022-05-09,91,96
2022-03-03,245,32
2022-06-27,143,32
2022-05-30,285,1
2022-07-01,248,20
2022-08-15,143,32
2022-06-24,464,48
2022-02-16,459,96
2022-06-20,62,80
2022-06-24,452,16
2022-08-05,453,20
2022-05-09,261,32
2022-06-27,331,32
2022-06-27,124,16
2022-07-01,6,32
2022-06-10,269,16
2022-05-09,117,32
2022-03-07,313,32
2022-04-11,336,176
2022-07-08,183,40
2022-07-08,416,32
2022-05-30,390,16
2022-05-20,103,32
2022-07-18,207,40
2022-05-09,224,128
2022-06-13,156,16
2022-04-08,160,32
2022-05-30,59,32
2022-03-03,456,32
2022-08-12,416,32
2022-05-02,415,32
2022-06-27,116,16
2022-06-27,372,32
2022-05-27,474,40
2022-03-14,256,16
2022-07-08,161,20
2022-06-10,339,48
2022-06-17,103,32
2022-08-12,377,16
2022-07-04,41,32
2022-06-07,137,64
2022-08-12,21,16
2022-08-15,446,8
2022-05-20,100,32
2022-08-15,40,16
2022-06-24,20,15
2022-05-16,36,32
2022-04-20,331,16
2022-03-14,63,32
2022-07-25,260,128
2022-06-20,304,16
2022-04-19,393,32
2022-07-29,327,60
2022-08-01,49,96
2022-06-27,81,16
2022-06-20,368,16
2022-05-23,219,16
2022-07-22,134,20
2022-08-15,63,48
2022-07-18,193,64
2022-05-23,221,64
2022-08-15,260,32
2022-06-27,54,1
2022-07-01,494,16
2022-05-09,237,64
2022-04-19,405,56
2022-05-16,156,112
2022-07-04,304,16
2022-05-16,372,64
2022-05-09,394,32
2022-07-01,29,32
2022-04-11,299,48
2022-05-27,161,40
2022-04-04,397,32
2022-07-18,72,16
2022-03-07,83,32
2022-02-23,223,32
2022-05-16,49,112
2022-03-23,313,32
2022-06-07,137,64
2022-05-06,135,16
2022-05-20,223,32
2022-03-02,98,32
2022-02-23,68,64
2022-08-01,260,128
2022-02-23,40,32
2022-06-27,89,16
2022-04-01,380,64
2022-03-25,213,48
2022-06-07,348,32
2022-05-30,227,16
2022-02-24,160,96
2022-05-30,124,16
2022-07-25,431,64
2022-04-01,135,16
2022-06-27,259,64
2022-05-27,425,16
2022-05-23,59,128
2022-07-08,214,48
2022-03-28,125,16
2022-08-15,366,8
2022-06-13,287,32
2022-05-27,413,16
2022-07-25,221,64
2022-05-09,403,96
2022-08-15,79,128
2022-02-16,185,96
2022-05-23,394,32
2022-05-23,336,32
2022-06-13,294,8
2022-07-04,184,16
2022-07-29,134,20
2022-06-03,380,80
2022-06-27,33,32
2022-06-27,24,16
2022-05-27,86,16
2022-08-12,34,40
2022-03-09,437,128
2022-03-29,33,64
2022-04-25,463,32
2022-08-15,156,22
2022-06-07,239,48
2022-07-18,239,32
2022-05-20,489,32
2022-04-08,423,64
2022-05-06,68,32
2022-04-11,58,32
2022-02-18,36,64
2022-03-24,98,16
2022-04-29,400,32
2022-06-20,47,16
2022-02-28,176,48
2022-03-28,117,32
2022-05-20,98,16
2022-07-01,98,16
2022-03-21,304,80
2022-05-30,85,32
2022-08-08,331,16
2022-06-20,287,32
2022-08-08,345,64
2022-03-07,133,32
2022-05-30,475,64
2022-08-08,463,96
2022-06-03,343,80
2022-07-18,89,16
2022-05-30,260,176
2022-07-08,350,16
2022-05-27,241,16
2022-06-24,199,32
2022-08-08,300,48
2022-05-30,116,16
2022-07-08,9,16
2022-06-17,241,16
2022-08-08,96,64
2022-02-16,439,24
2022-02-23,311,32
2022-07-01,468,48
2022-06-17,343,128
2022-06-17,142,32
2022-04-04,117,32
2022-03-21,300,64
2022-03-03,377,64
2022-06-03,55,80
2022-07-11,358,32
2022-08-01,221,32
2022-07-29,171,20
2022-02-28,67,32
2022-06-10,139,24
2022-07-01,100,32
2022-05-16,356,128
2022-07-22,153,20
2022-08-12,139,32
2022-05-20,269,32
2022-07-08,34,40
2022-05-30,307,16
2022-07-18,87,16
2022-08-15,466,8
2022-08-12,334,16
2022-07-22,80,20
2022-03-21,180,96
2022-05-16,310,48
2022-03-25,228,128
2022-05-23,433,108
2022-07-11,341,16
2022-04-22,241,32
2022-03-25,104,23
2022-03-29,77,16
2022-07-01,97,64
2022-08-15,304,32
2022-07-25,61,16
2022-04-11,72,48
2022-03-21,300,48
2022-07-01,68,48
2022-04-25,397,32
2022-04-04,185,128
2022-03-03,15,32
2022-06-17,311,32
2022-05-27,234,26
2022-06-20,346,16
2022-05-27,494,15
2022-04-25,62,96
2022-04-11,430,80
2022-05-27,387,16
2022-08-08,7,16
2022-06-27,230,32
2022-07-11,63,16
2022-03-07,421,32
2022-03-07,50,32
2022-08-15,196,16
2022-03-14,260,32
2022-04-22,322,64
2022-06-17,125,16
2022-06-13,221,64
2022-06-07,444,2
2022-07-18,324,16
2022-06-20,136,16
2022-06-24,153,20
2022-03-07,421,64
2022-08-12,234,16
2022-05-30,59,48
2022-08-15,261,16
2022-05-20,98,16
2022-06-17,364,96
2022-08-12,349,40
2022-07-08,349,20
2022-03-14,428,64
2022-03-04,401,64
2022-06-13,166,48
2022-04-08,322,64
2022-07-01,380,48
2022-03-28,239,32
2022-08-15,483,16
2022-07-08,321,40
2022-07-25,375,32
2022-08-01,431,48
2022-06-17,350,14
2022-06-17,180,64
2022-06-20,41,48
2022-05-30,433,48
2022-02-16,13,56
2022-04-01,142,16
2022-06-27,417,128
2022-03-10,98,16
2022-03-14,308,32
2022-05-09,465,32
2022-08-15,372,48
2022-04-01,13,32
2022-05-27,343,16
2022-02-28,319,32
2022-06-17,254,20
2022-06-17,15,32
2022-07-11,358,32
2022-06-13,375,64
2022-05-09,196,32
2022-04-11,65,64
2022-05-30,280,32
2022-05-09,182,48
2022-04-11,219,48
2022-04-11,89,80
2022-03-28,187,32
2022-07-01,22,32
2022-04-11,131,96
2022-04-08,163,16
2022-04-11,261,16
2022-05-16,293,16
2022-05-30,309,16
2022-03-14,429,64
2022-05-09,145,64
2022-07-08,436,40
2022-08-15,164,69
2022-07-11,231,16
2022-07-25,61,32
2022-03-25,228,128
2022-07-22,69,20
2022-02-24,100,128
2022-04-19,482,64
2022-07-08,329,16
2022-07-04,81,16
2022-06-03,379,32
2022-04-04,297,64
2022-07-11,141,16
2022-03-28,92,16
2022-07-04,1,16
2022-08-15,281,8
2022-05-09,307,16
2022-07-01,111,20
2022-08-01,221,32
2022-07-11,299,61
2022-04-01,427,32
2022-06-07,144,32
2022-07-11,277,48
2022-06-24,380,32
2022-07-01,267,16
2022-05-02,246,96
2022-06-17,343,32
2022-06-24,451,20
2022-06-27,279,64
2022-04-19,349,1
2022-07-01,234,48
2022-05-02,194,32
2022-05-02,23,1
2022-07-08,373,32
2022-07-11,64,16
2022-03-21,437,52
2022-03-09,180,144
2022-07-01,305,16
2022-06-10,380,16
2022-06-24,98,16
2022-07-01,323,16
2022-08-15,307,32
2022-05-02,178,1
2022-06-24,98,16
2022-05-02,300,16
2022-05-06,314,32
2022-06-27,226,16
2022-06-27,36,16
2022-07-04,259,48
2022-05-18,251,112
2022-06-07,67,48
2022-04-08,22,64
2022-04-08,45,64
2022-06-20,277,32
2022-03-28,92,16
2022-04-22,305,32
2022-06-27,434,16
2022-05-23,131,16
2022-06-13,62,128
2022-06-17,401,32
2022-06-07,177,16
2022-07-08,486,20
2022-07-11,316,16
2022-04-15,176,48
2022-06-03,464,32
2022-05-09,440,96
2022-08-15,260,32
2022-02-28,67,32
2022-07-01,94,16
2022-05-27,272,16
2022-03-21,228,75
2022-06-17,272,64
2022-03-28,482,16
2022-06-03,287,32
2022-04-08,132,16
2022-08-15,74,8
2022-06-07,81,16
2022-06-27,10,48
2022-05-30,393,14
2022-05-27,254,20
2022-06-27,279,64
2022-05-02,42,1
2022-05-23,430,16
2022-07-29,28,20
2022-03-29,33,16
2022-04-01,401,64
2022-05-09,463,96
2022-03-21,3,48
2022-07-15,442,20
2022-06-13,63,16
2022-07-18,131,16
2022-07-04,59,48
2022-08-12,327,20
2022-05-16,309,96
2022-04-19,289,32
2022-04-11,270,48
2022-03-07,33,32
2022-04-19,351,1
2022-05-16,492,16
2022-07-18,172,32
2022-05-09,46,16
2022-07-11,16,16
2022-05-27,247,32
2022-05-30,89,16
2022-08-12,69,40
2022-06-17,212,128
2022-03-14,83,32
2022-05-30,304,16
2022-04-19,278,128
2022-05-23,238,16
2022-07-11,358,32
2022-06-13,16,16
2022-07-11,260,32
2022-06-17,269,32
2022-06-20,336,32
2022-05-23,185,96
2022-08-15,41,16
2022-04-15,269,32
2022-08-12,233,100
2022-08-15,336,80
2022-03-03,288,32
2022-06-27,32,3
2022-07-04,116,32
2022-08-15,92,16
2022-06-24,420,16
2022-05-30,260,96
2022-07-11,410,16
2022-06-27,295,64
2022-05-16,372,64
2022-05-16,107,16
2022-08-15,428,112
2022-06-07,299,16
2022-05-27,28,20
2022-03-23,313,32
2022-07-18,310,16
2022-08-12,99,60
2022-04-04,1,48
2022-03-14,494,16
2022-07-01,258,16
2022-04-15,139,96
2022-05-30,404,16
2022-06-22,172,64
2022-04-22,199,64
2022-06-13,389,16
2022-05-27,456,16
2022-06-13,185,80
2022-04-11,292,48
2022-08-12,214,16
2022-07-08,327,20
2022-08-15,341,45
2022-05-02,366,1
2022-07-18,202,16
2022-04-22,170,64
2022-07-04,114,16
2022-07-25,137,64
2022-05-20,339,96
2022-03-07,421,64
2022-05-27,362,20
2022-03-14,463,96
2022-08-12,20,16
2022-04-25,207,32
2022-05-23,304,16
2022-08-12,199,32
2022-05-30,292,16
2022-08-15,228,128
2022-06-27,137,64
2022-04-22,249,64
2022-04-11,368,64
2022-03-21,120,32
2022-04-08,45,64
2022-08-08,463,96
2022-05-02,340,1
2022-04-04,83,32
2022-07-11,105,32
2022-06-27,440,16
2022-05-20,62,64
2022-06-07,260,128
2022-03-21,468,64
2022-03-10,98,16
2022-05-16,44,16
2022-07-29,407,20
2022-04-22,62,96
2022-06-24,254,20
2022-04-08,209,48
2022-03-14,205,64
2022-06-27,361,32
2022-02-24,463,96
2022-07-08,162,32
2022-05-30,487,64
2022-05-27,97,20
2022-04-15,67,32
2022-04-08,342,80
2022-05-27,181,16
2022-06-13,226,32
2022-05-30,260,96
2022-05-09,382,32
2022-06-07,336,32
2022-07-04,36,16
2022-04-29,62,64
2022-06-27,465,16
2022-05-27,409,32
2022-05-20,68,32
2022-05-20,209,32
2022-06-10,442,40
2022-06-13,310,16
2022-06-20,83,32
2022-07-25,375,64
2022-02-28,182,48
2022-06-13,174,32
2022-05-09,361,48
2022-06-22,324,16
2022-06-17,130,16
2022-07-25,172,64
2022-08-12,149,16
2022-08-15,437,32
2022-08-08,313,16
2022-06-07,368,16
2022-05-30,389,16
2022-03-04,133,64
2022-07-22,321,40
2022-04-25,458,64
2022-06-27,126,16
2022-06-07,470,16
2022-07-01,183,20
2022-05-09,336,144
2022-04-19,461,1
2022-03-28,343,8
2022-04-20,300,96
2022-05-06,198,64
2022-06-10,420,8
2022-04-22,94,16
2022-05-02,303,32
2022-06-27,239,32
2022-03-07,383,32
2022-04-04,85,16
2022-06-13,144,16
2022-05-27,432,16
2022-05-23,368,16
2022-04-29,267,16
2022-06-27,3,16
2022-08-15,152,16
2022-05-27,427,48
2022-05-02,372,64
2022-06-13,221,32
2022-07-04,25,16
2022-07-11,270,16
2022-06-10,171,20
2022-05-23,289,48
2022-07-25,137,128
2022-04-01,82,64
2022-08-15,210,16
2022-07-08,235,16
2022-06-27,24,32
2022-03-21,82,48
2022-05-23,361,32
2022-03-28,398,64
2022-07-04,354,32
2022-06-13,292,16
2022-03-14,331,16
2022-06-10,97,80
2022-04-15,400,48
2022-06-24,377,16
2022-03-21,391,15
2022-07-11,131,16
2022-05-30,295,32
2022-02-16,98,32
2022-03-28,119,32
2022-07-01,429,32
2022-06-27,239,48
2022-06-03,61,32
2022-05-30,98,12
2022-06-20,40,32
2022-05-30,363,48
2022-04-15,380,64
2022-05-30,40,4
2022-05-13,86,32
2022-05-23,89,16
2022-05-16,188,32
2022-07-08,198,16
2022-07-04,405,80
2022-05-23,98,12
2022-08-15,145,48
2022-07-08,459,16
2022-05-23,81,16
2022-02-16,159,32
2022-04-04,454,24
2022-06-17,45,16
2022-06-10,401,48
2022-03-11,47,32
2022-07-11,283,16
2022-04-08,288,32
2022-07-25,345,32
2022-03-07,422,32
2022-05-27,133,32
2022-06-27,221,64
2022-08-15,260,48
2022-06-13,230,16
2022-06-20,431,96
2022-08-15,253,32
2022-03-10,98,16
2022-04-08,162,64
2022-07-22,183,20
2022-05-23,356,16
2022-03-17,98,16
2022-03-28,336,16
2022-05-06,22,64
2022-07-01,98,16
2022-07-18,430,16
2022-03-21,225,16
2022-04-11,164,48
2022-06-07,160,124
2022-03-10,98,16
2022-06-07,95,16
2022-06-17,181,96
2022-05-09,278,32
2022-08-15,102,16
2022-05-06,230,16
2022-04-29,142,16
2022-05-06,45,64
2022-04-15,50,16
2022-05-20,455,32
2022-07-08,450,20
2022-05-27,73,20
2022-03-07,339,64
2022-05-20,98,16
2022-06-10,68,16
2022-05-06,350,16
2022-08-12,129,16
2022-05-30,7,64
2022-03-21,487,32
2022-07-11,114,32
2022-05-23,440,16
2022-05-16,25,32
2022-05-30,76,16
2022-08-15,224,16
2022-07-04,336,32
2022-04-15,326,32
2022-06-13,346,16
2022-06-27,78,32
2022-04-11,352,48
2022-06-27,90,1
2022-07-08,233,60
2022-03-14,356,32
2022-07-11,79,48
2022-05-09,414,16
2022-06-07,274,16
2022-05-30,277,128
2022-06-27,431,64
2022-06-03,6,16
2022-04-29,378,32
2022-04-11,177,64
2022-04-04,481,48
2022-06-24,98,14
2022-06-27,228,64
2022-07-18,7,16
2022-07-08,339,32
2022-07-08,379,32
2022-03-14,175,16
2022-04-19,236,1
2022-08-05,254,20
2022-04-04,403,96
2022-07-11,177,16
2022-05-23,462,64
2022-06-10,57,32
2022-04-25,188,64
2022-06-07,295,32
2022-05-23,148,16
2022-03-03,376,16
2022-08-15,330,16
2022-04-04,278,128
2022-06-07,184,16
2022-06-27,145,16
2022-02-25,112,24
2022-06-24,234,16
2022-07-01,427,16
2022-08-08,193,16
2022-05-09,299,16
2022-07-04,434,16
2022-07-11,485,16
2022-04-19,246,64
2022-08-15,411,32
2022-04-25,295,48
2022-04-08,456,64
2022-07-25,431,64
2022-04-19,230,8
2022-04-11,360,16
2022-05-30,440,16
2022-07-25,91,48
2022-06-13,124,16
2022-06-07,43,1
2022-06-27,372,64
2022-05-06,439,16
2022-07-04,403,32
2022-05-09,119,32
2022-08-01,297,64
2022-05-27,350,16
2022-06-07,164,16
2022-03-01,98,32
2022-08-15,297,64
2022-04-19,405,48
2022-05-27,180,43
2022-07-11,151,32
2022-05-23,64,16
2022-06-13,393,16
2022-04-29,364,64
2022-07-08,343,48
2022-04-25,207,32
2022-08-08,92,48
2022-07-25,260,128
2022-02-23,103,32
2022-08-12,464,16
2022-06-10,130,64
2022-07-18,165,16
2022-07-11,119,16
2022-05-09,356,96
2022-07-08,55,40
2022-08-08,279,32
2022-05-30,174,12
2022-03-08,406,80
2022-06-27,431,64
2022-05-30,437,30
2022-02-22,394,32
2022-06-13,25,16
2022-07-18,239,32
2022-03-28,169,32
2022-04-29,452,16
2022-07-04,483,48
2022-04-04,1,32
2022-06-10,379,32
2022-04-04,300,48
2022-05-27,214,16
2022-05-20,241,32
2022-05-06,350,16
2022-03-14,437,128
2022-08-12,468,64
2022-06-13,440,16
2022-06-03,364,21
2022-05-02,320,1
2022-04-11,356,96
2022-06-24,212,48
2022-06-27,369,32
2022-04-11,202,48
2022-04-08,198,64
2022-06-07,375,32
2022-06-07,307,16
2022-06-07,137,64
2022-07-08,97,32
2022-06-07,357,48
2022-06-13,295,96
2022-07-18,484,16
2022-07-15,321,20
2022-06-20,65,32
2022-06-24,48,8
2022-05-27,435,16
2022-06-13,483,44
2022-06-24,364,96
2022-05-23,189,16
2022-03-23,91,32
2022-05-02,477,48
2022-04-08,129,32
2022-03-28,380,64
2022-03-14,7,48
2022-07-11,231,32
2022-04-25,188,96
2022-07-11,231,32
2022-05-09,447,16
2022-07-25,137,128
2022-07-18,221,64
2022-03-11,63,32
2022-03-01,367,18
2022-03-29,33,32
2022-05-23,389,16
2022-08-08,391,32
2022-05-13,329,32
2022-06-03,453,20
2022-06-27,403,64
2022-03-28,205,32
2022-06-27,375,32
2022-05-20,398,64
2022-03-14,405,8
2022-07-25,61,32
2022-04-22,432,128
2022-08-12,181,48
2022-06-24,45,32
2022-05-23,484,16
2022-07-04,228,48
2022-03-21,385,16
2022-02-18,274,80
2022-06-10,22,48
2022-03-21,4,24
2022-02-21,463,192
2022-06-27,417,64
2022-03-28,224,64
2022-05-06,241,32
2022-06-17,464,32
2022-08-15,44,16
2022-04-08,212,96
2022-07-11,440,48
2022-05-30,173,32
2022-07-04,399,8
2022-07-04,189,16
2022-05-13,272,64
2022-06-20,487,16
2022-03-24,98,16
2022-05-16,196,32
2022-06-20,7,16
2022-06-24,183,20
2022-04-04,471,1
2022-07-01,398,48
2022-05-23,346,16
2022-06-17,420,32
2022-06-10,183,20
2022-05-09,117,32
2022-04-04,330,32
2022-06-17,350,16
2022-03-14,180,96
2022-07-18,354,32
2022-06-17,322,16
2022-07-18,417,96
2022-06-17,134,20
2022-04-11,25,64
2022-05-16,460,16
2022-07-04,106,16
2022-06-03,221,64
2022-05-09,110,16
2022-06-17,22,32
2022-04-19,62,96
2022-08-12,73,20
2022-05-16,354,112
2022-06-24,186,32
2022-07-11,356,16
2022-06-07,356,16
2022-05-09,430,48
2022-08-12,247,16
2022-08-15,308,16
2022-06-27,224,64
2022-06-13,445,32
2022-05-23,470,16
2022-04-01,21,32
2022-06-17,198,35
2022-07-11,81,16
2022-04-22,198,64
2022-08-15,188,32
2022-04-01,247,48
2022-04-25,230,16
2022-04-20,300,32
2022-04-08,488,16
2022-05-16,81,80
2022-07-01,272,48
2022-05-30,373,8
2022-06-07,132,48
2022-07-11,358,16
2022-07-08,13,16
2022-07-15,153,20
2022-05-13,98,16
2022-07-22,73,20
2022-06-17,109,20
2022-05-16,368,48
2022-07-11,49,96
2022-08-12,180,112
2022-06-24,349,40
2022-06-24,478,16
2022-05-27,21,7
2022-07-25,411,64
2022-07-25,324,16
2022-08-08,345,64
2022-07-18,260,32
2022-06-24,6,64
2022-05-13,259,16
2022-06-17,99,20
2022-07-11,437,80
2022-05-02,460,16
2022-06-27,156,16
2022-08-12,125,16
2022-05-06,322,32
2022-06-03,476,96
2022-06-27,41,16
2022-06-20,447,16
2022-08-12,364,64
2022-08-08,297,64
2022-05-27,245,16
2022-06-27,309,16
2022-08-12,198,32
2022-06-20,3,16
2022-03-07,483,16
2022-06-17,212,128
2022-06-07,137,64
2022-07-15,34,60
2022-06-20,89,16
2022-06-07,59,48
2022-07-08,215,20
2022-06-13,39,16
2022-05-06,13,32
2022-06-24,98,16
2022-02-24,201,32
2022-05-02,87,32
2022-05-16,228,96
2022-05-06,378,16
2022-06-27,260,32
2022-04-11,246,64
2022-06-13,388,16
2022-07-11,228,48
2022-07-11,346,16
2022-05-23,102,64
2022-06-13,309,16
2022-02-24,255,16
2022-04-04,410,32
2022-06-20,219,16
2022-04-20,300,32
2022-04-11,341,48
2022-08-15,24,32
2022-05-02,260,32
2022-04-04,279,96
2022-04-19,327,1
2022-06-27,62,128
2022-05-30,107,8
2022-02-18,68,96
2022-03-14,105,64
2022-05-27,209,16
2022-06-10,387,16
2022-07-01,212,48
2022-06-17,214,48
2022-06-17,350,16
2022-08-15,260,96
2022-04-15,364,64
2022-05-16,447,32
2022-06-17,284,16
2022-06-13,430,16
2022-07-25,239,32
2022-06-27,411,32
2022-06-17,268,48
2022-08-12,305,16
2022-03-28,224,64
2022-06-10,55,20
2022-04-08,212,64
2022-07-04,110,62
2022-08-12,29,80
2022-03-28,97,8
2022-03-21,67,32
2022-05-02,188,128
2022-03-14,452,32
2022-08-15,276,1
2022-05-30,36,16
2022-03-28,421,16
2022-03-21,382,32
2022-05-27,376,16
2022-08-01,431,96
2022-02-28,79,128
2022-08-15,120,16
2022-06-07,423,128
2022-03-28,429,16
2022-05-16,14,32
2022-05-06,259,16
2022-05-13,98,16
2022-06-13,237,16
2022-04-11,36,48
2022-06-03,327,41
2022-07-04,368,16
2022-06-27,239,32
2022-08-01,92,16
2022-03-29,117,48
2022-05-06,130,32
2022-04-25,49,144
2022-07-11,157,16
2022-05-16,89,80
2022-06-07,372,32
2022-07-01,338,32
2022-07-25,59,112
2022-03-28,104,32
2022-08-01,460,8
2022-08-12,100,32
2022-02-28,110,48
2022-05-09,97,8
2022-03-09,246,128
2022-07-22,384,20
2022-04-04,282,1
2022-08-15,421,32
2022-06-27,287,32
2022-05-09,91,64
2022-06-07,319,128
2022-07-11,101,16
2022-05-30,3,16
2022-04-11,237,80
2022-05-27,338,16
2022-06-13,368,16
2022-04-15,256,16
2022-05-27,398,16
2022-04-19,84,1
2022-06-17,45,128
2022-04-15,21,32
2022-05-20,405,48
2022-04-25,188,128
2022-07-25,313,32
2022-06-27,210,16
2022-05-09,64,16
2022-04-01,339,96
2022-06-20,433,32
2022-06-17,209,32
2022-03-21,184,32
2022-06-10,473,20
2022-05-30,164,16
2022-07-04,316,32
2022-06-10,294,8
2022-08-08,279,64
2022-06-24,322,16
2022-07-25,433,16
2022-06-20,62,128
2022-06-27,76,16
2022-07-25,348,64
2022-08-15,485,32
2022-08-05,215,20
2022-08-15,368,64
2022-04-08,425,16
2022-05-16,341,32
2022-03-14,189,32
2022-03-21,6,64
2022-06-03,69,80
2022-03-14,228,96
2022-02-28,247,32
2022-05-20,459,32
2022-05-30,263,1
2022-07-11,164,16
2022-06-27,137,96
2022-03-21,300,32
2022-05-16,336,192
2022-04-08,234,32
2022-05-13,21,32
2022-07-25,61,32
2022-03-25,361,32
2022-04-25,363,32
2022-08-05,402,20
2022-05-30,59,52
2022-07-18,431,96
2022-07-11,419,16
2022-06-13,390,16
2022-06-27,17,16
2022-03-09,437,83
2022-07-01,98,14
2022-08-15,308,16
2022-04-11,41,128
2022-03-28,92,16
2022-07-15,55,20
2022-05-16,367,48
2022-08-12,209,16
2022-04-29,295,32
2022-05-09,156,96
2022-05-27,459,32
2022-06-27,354,32
2022-06-27,369,16
2022-07-11,309,16
2022-07-08,29,32
2022-08-12,183,20
2022-03-17,98,16
2022-04-19,151,112
2022-06-27,143,32
2022-05-13,230,16
2022-08-15,317,16
2022-05-09,112,16
2022-05-30,299,16
2022-08-01,143,32
2022-04-25,414,32
2022-08-15,308,16
2022-06-13,375,32
2022-07-04,237,16
2022-04-08,15,32
2022-07-01,80,20
2022-05-16,445,32
2022-07-22,111,20
2022-05-20,130,16
2022-06-10,306,16
2022-04-25,487,32
2022-05-20,98,16
2022-06-20,237,16
2022-06-17,395,20
2022-04-04,493,1
2022-08-08,313,32
2022-05-09,417,128
2022-06-03,180,32
2022-05-02,458,64
2022-06-20,164,16
2022-07-04,164,16
2022-03-24,98,16
2022-03-07,355,24
2022-04-29,409,32
2022-08-15,278,64
2022-06-27,137,96
2022-05-09,265,32
2022-06-27,375,32
2022-07-01,384,20
2022-07-04,417,32
2022-04-19,441,1
2022-08-12,401,32
2022-02-16,113,80
2022-05-27,98,16
2022-08-12,212,64
2022-05-16,330,32
2022-05-16,346,32
2022-07-01,138,16
2022-05-09,104,90
2022-07-04,156,16
2022-05-30,192,16
2022-06-20,172,128
2022-06-07,346,16
2022-04-19,40,64
2022-05-20,98,16
2022-05-06,459,48
2022-05-16,304,48
2022-06-27,137,64
2022-05-16,440,112
2022-08-05,134,20
2022-06-24,149,16
2022-04-20,297,64
2022-05-02,446,1
2022-04-04,382,64
2022-05-09,30,32
2022-06-07,105,32
2022-06-13,91,64
2022-06-10,181,128
2022-05-02,316,32
2022-03-14,246,128
2022-02-25,381,32
2022-07-11,289,16
2022-06-10,377,16
2022-06-13,431,96
2022-05-27,489,32
2022-03-21,300,96
2022-04-08,130,32
2022-03-23,91,32
2022-05-16,39,16
2022-05-30,356,16
2022-07-11,283,16
2022-06-07,26,1
2022-03-03,278,80
2022-03-23,297,128
2022-03-21,481,80
2022-08-15,83,16
2022-06-20,433,32
2022-04-19,415,16
